geoid,2012_population,2012_hispanic,2012_non_hispanic,2012_his_perc,2012_not_hispanic_prec,2012_median_income,2012_density,2013_population,2013_hispanic,2013_non_hispanic,2013_his_perc,2013_not_hispanic_prec,2013_median_income,2013_density,2014_population,2014_hispanic,2014_non_hispanic,2014_his_perc,2014_not_hispanic_prec,2014_median_income,2014_density,2015_population,2015_hispanic,2015_non_hispanic,2015_his_perc,2015_not_hispanic_prec,2015_median_income,2015_density,2016_population,2016_hispanic,2016_non_hispanic,2016_his_perc,2016_not_hispanic_prec,2016_median_income,2016_density,2017_population,2017_hispanic,2017_non_hispanic,2017_his_perc,2017_not_hispanic_prec,2017_median_income,2017_density,2018_population,2018_hispanic,2018_non_hispanic,2018_his_perc,2018_not_hispanic_prec,2018_median_income,2018_density,2019_population,2019_hispanic,2019_non_hispanic,2019_his_perc,2019_not_hispanic_prec,2019_median_income,2019_density,2020_population,2020_hispanic,2020_non_hispanic,2020_his_perc,2020_not_hispanic_prec,2020_median_income,2020_density,2021_population,2021_hispanic,2021_non_hispanic,2021_his_perc,2021_not_hispanic_prec,2021_median_income,2021_density,2022_population,2022_hispanic,2022_non_hispanic,2022_his_perc,2022_not_hispanic_prec,2022_median_income,2022_density
48029171602,2621.0,266.5,2315.0,0.11995,0.88005,41930.5,728.83172,2649.0,238.0,2343.5,0.13195,0.86805,41680.5,735.33542,2627.0,384.0,2197.5,0.16495,0.83505,41068.0,727.94074,2623.0,316.0,2265.5,0.16145,0.83855,40683.0,728.35629,2618.0,248.0,2333.5,0.13445,0.86555,41433.5,727.18058,2637.5,276.5,2305.0,0.14295,0.85705,41421.5,733.0283,2627.5,400.0,2181.5,0.16245,0.83755,40694.5,728.71406,2667.0,402.0,2179.5,0.17945,0.82055,41077.5,739.44308,2611.5,264.0,2317.5,0.13195,0.86805,41400.5,725.2016,2632.5,338.5,2243.0,0.14795,0.85205,41685.0,730.20204,2581.5,179.0,2402.5,0.09395,0.90605,41469.0,717.74583
48029161400,7868.0,7018.0,816.0,0.8959,0.1041,73816.0,715.30687,7894.0,7191.0,643.0,0.9179,0.0821,72851.0,717.67062,7890.0,6830.0,1004.0,0.8719,0.1281,73963.0,717.30696,7921.0,6807.0,1027.0,0.8689,0.1311,73473.0,720.12528,7912.0,7191.0,643.0,0.9179,0.0821,74451.0,719.30706,7933.0,6870.0,964.0,0.8769,0.1231,73855.0,721.21624,7917.0,7097.0,737.0,0.9059,0.0941,73744.0,719.76162,7853.0,7301.0,533.0,0.9319,0.0681,72779.0,713.94317,7890.0,7324.0,510.0,0.9349,0.0651,72915.0,717.30696,7930.0,7199.0,635.0,0.9189,0.0811,73629.0,720.9435,7834.0,6666.0,1168.0,0.8509,0.1491,73750.0,712.21581
48029171919,6852.0,2873.0,3912.0,0.4234,0.5766,80507.0,3306.25888,6871.0,2411.0,4374.0,0.3554,0.6446,81116.0,3315.42684,6861.0,2506.0,4279.0,0.3694,0.6306,81142.0,3310.6016,6869.0,2289.0,4496.0,0.3374,0.6626,81063.0,3314.46179,6883.0,2581.0,4204.0,0.3804,0.6196,80751.0,3321.21714,6832.0,2377.0,4408.0,0.3504,0.6496,80560.0,3296.60838,6817.0,2534.0,4251.0,0.3734,0.6266,81763.0,3289.37051,6805.0,2310.0,4475.0,0.3404,0.6596,82092.0,3283.58022,6809.0,2771.0,4014.0,0.4084,0.5916,81550.0,3285.51032,6799.0,2588.0,4197.0,0.3814,0.6186,82291.0,3280.68507,6785.0,2201.0,4584.0,0.3244,0.6756,81367.0,3273.92972
48029181811,1404.66667,691.66667,649.66667,0.51197,0.48803,94424.66667,1694.64295,1416.0,732.33333,609.0,0.5413,0.4587,94744.66667,1720.42693,1380.33333,731.33333,610.0,0.54163,0.45837,95195.33333,1657.1077,1403.66667,734.33333,607.0,0.5433,0.4567,94929.33333,1687.58741,1390.0,722.0,619.33333,0.53297,0.46703,94440.0,1672.8894,1393.66667,741.0,600.33333,0.55097,0.44903,94169.33333,1678.80418,1410.66667,720.33333,621.0,0.53697,0.46303,94825.33333,1670.05061,1396.66667,725.0,616.33333,0.5403,0.4597,94744.33333,1667.20359,1414.0,715.66667,625.66667,0.52997,0.47003,95800.66667,1693.3322,1414.66667,765.66667,575.66667,0.56597,0.43403,94340.66667,1710.56948,1341.33333,651.66667,689.66667,0.48197,0.51803,94944.66667,1609.82419
48029181504,1784.75,752.25,966.5,0.3994,0.6006,56506.0,4104.80612,1760.75,749.5,969.25,0.39415,0.60585,56741.0,4048.98476,1776.5,764.5,954.25,0.4064,0.5936,56950.5,4085.64168,1754.75,748.75,970.0,0.4094,0.5906,57384.0,4039.4622,1765.75,813.25,905.5,0.42415,0.57585,56713.75,4056.16568,1760.5,799.0,919.75,0.4194,0.5806,57173.75,4056.55906,1782.25,802.5,916.25,0.43315,0.56685,57330.75,4112.00227,1756.0,754.5,964.25,0.40465,0.59535,56875.75,4044.2195,1780.25,742.25,976.5,0.40715,0.59285,56711.75,4096.69803,1762.0,735.0,983.75,0.3944,0.6056,56863.75,4048.37532,1718.75,678.75,1040.0,0.3584,0.6416,56937.75,3946.8493
48029191813,2215.66667,1386.66667,784.0,0.65173,0.34827,99820.0,2373.40522,2199.66667,1300.66667,870.0,0.6114,0.3886,99760.0,2352.64081,2197.33333,1322.0,848.66667,0.6204,0.3796,100338.33333,2350.30435,2217.66667,1357.0,813.66667,0.63573,0.36427,99863.66667,2371.23501,2205.66667,1325.33333,845.33333,0.62307,0.37693,100502.0,2359.14267,2207.0,1365.66667,805.0,0.63873,0.36127,100033.33333,2361.46537,2261.33333,1366.66667,804.0,0.64207,0.35793,99974.0,2420.1592,2218.0,1302.66667,868.0,0.6114,0.3886,100373.66667,2378.43019,2208.33333,1302.33333,868.33333,0.61073,0.38927,100154.66667,2364.1446,2192.33333,1373.0,797.66667,0.64407,0.35593,99879.66667,2344.01455,2170.66667,1246.0,924.66667,0.5864,0.4136,100122.33333,2321.27238
48029181821,1933.0,951.5,915.0,0.53065,0.46935,83029.0,3382.04542,1899.0,875.0,991.5,0.49615,0.50385,82261.0,3333.93623,1907.5,996.5,870.0,0.55815,0.44185,82788.0,3343.2668,1929.0,894.5,972.0,0.51015,0.48985,82395.5,3381.12774,1917.5,938.0,928.5,0.52315,0.47685,82952.0,3357.76722,1911.5,933.0,933.5,0.52115,0.47885,81742.0,3352.70046,1936.5,1007.5,859.0,0.55915,0.44085,81905.5,3389.66116,1922.5,938.5,928.0,0.53015,0.46985,82366.5,3367.14642,1941.5,964.5,902.0,0.54265,0.45735,83002.5,3410.395,1887.0,969.5,897.0,0.54765,0.45235,82747.0,3315.57058,1866.5,848.0,1018.5,0.48115,0.51885,82372.5,3281.0616
48029121811,2947.5,1852.0,1056.5,0.63235,0.36765,84764.5,1986.38246,2924.5,1843.5,1065.0,0.61435,0.38565,84281.0,1971.01054,2967.0,1860.0,1048.5,0.62285,0.37715,83905.0,2007.16741,2979.0,1821.0,1087.5,0.58935,0.41065,84874.5,2010.75446,2947.0,1778.0,1130.5,0.58585,0.41415,84597.5,1986.57981,2952.0,1748.5,1160.0,0.61285,0.38715,83858.0,1995.14058,2988.0,1749.5,1159.0,0.58835,0.41165,83789.5,2019.68725,2940.5,1910.0,998.5,0.63635,0.36365,84185.5,1983.6831,2982.0,1733.0,1175.5,0.59885,0.40115,84121.0,2013.3419,2951.5,1811.0,1097.5,0.61785,0.38215,84295.0,1990.26589,2908.5,1633.0,1275.5,0.54835,0.45165,84540.0,1958.07788
48029181724,2665.0,1356.0,1231.0,0.52125,0.47875,113280.0,814.80521,2633.5,1390.0,1197.0,0.54225,0.45775,113425.0,801.02182,2649.5,1319.0,1268.0,0.50625,0.49375,114222.0,807.27954,2662.5,1354.5,1232.5,0.52175,0.47825,114425.0,811.05613,2664.0,1298.5,1288.5,0.50375,0.49625,114431.5,816.84288,2640.0,1321.0,1266.0,0.51625,0.48375,114392.0,805.58801,2634.5,1337.0,1250.0,0.51125,0.48875,113485.0,806.95554,2633.0,1266.5,1320.5,0.48975,0.51025,114205.0,806.64912,2619.5,1343.5,1243.5,0.52725,0.47275,113716.0,802.27219,2665.0,1339.0,1248.0,0.51675,0.48325,113361.5,812.18959,2587.0,1191.5,1395.5,0.46225,0.53775,113717.5,789.15639
48029181726,3772.75,1592.75,2107.75,0.42225,0.57775,128216.5,2846.07897,3732.75,1720.25,1980.25,0.458,0.542,128601.5,2813.26004,3771.0,1658.75,2041.75,0.4395,0.5605,128422.75,2852.48408,3762.0,1710.5,1990.0,0.4535,0.5465,128518.5,2839.26844,3766.25,1674.75,2025.75,0.43975,0.56025,128122.0,2861.06396,3738.5,1665.25,2035.25,0.44825,0.55175,127986.75,2831.53325,3767.5,1625.0,2075.5,0.42625,0.57375,128491.25,2852.4218,3766.75,1646.25,2054.25,0.43825,0.56175,127875.5,2846.96107,3767.5,1704.75,1995.75,0.4455,0.5545,128405.75,2858.50211,3749.75,1601.0,2099.5,0.41975,0.58025,127999.0,2839.14454,3700.5,1443.25,2257.25,0.38075,0.61925,128157.0,2779.146
48029181723,1594.66667,613.0,927.33333,0.37103,0.62897,99766.66667,3460.90891,1594.66667,580.66667,959.66667,0.3587,0.6413,99541.0,3437.70587,1614.66667,598.0,942.33333,0.3737,0.6263,100053.33333,3498.89011,1591.33333,640.66667,899.66667,0.38837,0.61163,99432.0,3455.77104,1591.0,581.66667,958.66667,0.35803,0.64197,99360.33333,3423.9092,1593.66667,600.0,940.33333,0.3677,0.6323,100236.66667,3441.3352,1571.0,581.33333,959.0,0.36137,0.63863,99362.0,3383.52448,1602.0,640.33333,900.0,0.39737,0.60263,100173.66667,3466.66013,1594.33333,619.66667,920.66667,0.38403,0.61597,99342.0,3458.52329,1587.0,584.66667,955.66667,0.37037,0.62963,99552.0,3438.76097,1540.33333,520.66667,1019.66667,0.31837,0.68163,99688.66667,3312.65427
48029181716,2070.0,507.75,1492.75,0.27205,0.72795,67310.5,3171.93611,2053.75,472.25,1528.25,0.24455,0.75545,67510.5,3121.59019,2055.5,495.0,1505.5,0.26955,0.73045,67372.75,3145.50352,2055.5,458.75,1541.75,0.25555,0.74445,67578.75,3109.7701,2056.0,453.0,1547.5,0.24655,0.75345,67684.5,3097.83492,2055.0,478.5,1522.0,0.25655,0.74345,67859.5,3098.0066,2041.75,484.25,1516.25,0.2563,0.7437,67484.5,3081.76886,2063.5,522.25,1478.25,0.28355,0.71645,67333.25,3151.57662,2048.0,499.25,1501.25,0.27055,0.72945,67640.75,3110.71813,2048.75,468.75,1531.75,0.26205,0.73795,68021.0,3079.0828,2000.5,365.0,1635.5,0.2018,0.7982,67625.5,2988.75313
48029131504,1435.66667,488.33333,904.33333,0.394,0.606,48879.0,1288.95317,1429.66667,475.33333,917.33333,0.38967,0.61033,48173.0,1307.95226,1463.66667,462.66667,930.0,0.37433,0.62567,48803.33333,1375.47669,1429.66667,479.66667,913.0,0.40333,0.59667,48360.0,1306.87823,1470.33333,467.66667,925.0,0.39333,0.60667,48945.0,1350.72292,1472.33333,501.0,891.66667,0.40567,0.59433,48492.33333,1359.3686,1444.66667,521.66667,871.0,0.42733,0.57267,48354.33333,1315.37301,1442.66667,479.0,913.66667,0.40133,0.59867,48419.0,1313.49458,1455.66667,506.0,886.66667,0.41933,0.58067,49223.33333,1354.15128,1443.66667,466.0,926.66667,0.39333,0.60667,48833.0,1346.87527,1392.66667,434.33333,958.33333,0.35367,0.64633,48778.33333,1248.66371
48029171917,2422.75,994.75,1340.75,0.40015,0.59985,94235.75,3205.97612,2412.75,1025.5,1310.0,0.40765,0.59235,93771.25,3193.57563,2374.75,983.25,1352.25,0.3954,0.6046,93403.5,3143.2708,2408.25,977.75,1357.75,0.3874,0.6126,93793.75,3182.40945,2393.5,1006.25,1329.25,0.4014,0.5986,94368.75,3170.79941,2380.25,1074.25,1261.25,0.42465,0.57535,94027.75,3146.71416,2412.5,950.0,1385.5,0.38415,0.61585,93789.5,3187.67722,2379.75,1050.5,1285.0,0.4219,0.5781,93578.25,3149.2981,2401.0,919.75,1415.75,0.3659,0.6341,94087.25,3172.82603,2389.75,1016.25,1319.25,0.4029,0.5971,93835.5,3161.86905,2335.5,870.25,1465.25,0.34465,0.65535,93968.5,3089.7053
48029181813,2973.66667,1471.33333,1445.66667,0.49603,0.50397,55490.66667,2854.41559,2959.0,1532.0,1385.0,0.51703,0.48297,55069.0,2839.37991,2991.66667,1432.0,1485.0,0.48537,0.51463,55748.33333,2868.68425,2985.33333,1446.0,1471.0,0.48637,0.51363,55226.66667,2867.0465,2996.0,1392.0,1525.0,0.47003,0.52997,55269.66667,2875.01671,2983.33333,1463.0,1454.0,0.49737,0.50263,55905.0,2862.29117,2963.0,1471.33333,1445.66667,0.49703,0.50297,55344.66667,2842.91354,2994.66667,1441.66667,1475.33333,0.4897,0.5103,55790.0,2876.93632,2988.33333,1481.0,1436.0,0.50003,0.49997,55442.66667,2870.04921,2966.0,1468.0,1449.0,0.4947,0.5053,55705.33333,2842.86707,2917.0,1313.33333,1603.66667,0.44537,0.55463,55574.0,2799.96797
48029181815,1573.0,1101.0,420.5,0.72055,0.27945,110042.5,1553.00225,1567.5,1033.0,488.5,0.68105,0.31895,110101.5,1532.22162,1548.5,1060.5,461.0,0.69305,0.30695,109155.5,1513.47505,1573.0,1059.5,462.0,0.69355,0.30645,108860.0,1550.84664,1568.0,1039.5,482.0,0.68105,0.31895,109525.0,1541.03485,1581.0,1085.0,436.5,0.71505,0.28495,109311.5,1536.6544,1589.5,1069.0,452.5,0.69855,0.30145,109149.5,1577.26171,1559.0,1063.0,458.5,0.70205,0.29795,109780.0,1532.57089,1600.5,1048.5,473.0,0.68955,0.31045,109910.5,1584.33322,1602.0,1102.0,419.5,0.72205,0.27795,109407.5,1592.80948,1521.5,977.0,544.5,0.64155,0.35845,109633.5,1495.26852
48029181826,1758.25,696.5,1017.75,0.39658,0.60342,111205.0,2803.30874,1796.75,751.25,963.0,0.43582,0.56418,111309.5,2877.11282,1761.25,719.75,994.5,0.41182,0.58818,111144.75,2835.6001,1771.5,781.75,932.5,0.44508,0.55492,111181.75,2839.29332,1761.25,744.25,970.0,0.42857,0.57143,111544.0,2831.26378,1756.25,760.25,954.0,0.43732,0.56268,111105.25,2788.01012,1782.25,701.75,1012.5,0.40558,0.59442,111243.25,2860.64426,1767.75,714.0,1000.25,0.41282,0.58718,111177.5,2808.95762,1744.75,712.75,1001.5,0.41133,0.58867,111303.0,2793.62351,1784.75,735.0,979.25,0.42032,0.57967,111356.75,2840.73261,1714.25,636.5,1077.75,0.36432,0.63568,111297.5,2721.933
48029121508,1635.0,543.66667,1036.0,0.3292,0.6708,65145.66667,2291.56051,1615.66667,579.0,1000.66667,0.3372,0.6628,64069.66667,2272.5709,1628.33333,574.33333,1005.33333,0.33553,0.66447,64870.33333,2303.08233,1628.66667,581.0,998.66667,0.3402,0.6598,64934.0,2302.58564,1623.0,563.33333,1016.33333,0.3332,0.6668,65009.66667,2303.41947,1637.66667,568.66667,1011.0,0.34553,0.65447,65116.66667,2295.85797,1624.0,551.33333,1028.33333,0.32987,0.67013,64772.66667,2301.61535,1618.33333,546.33333,1033.33333,0.3272,0.6728,65363.66667,2287.17537,1649.0,562.33333,1017.33333,0.33753,0.66247,64357.33333,2333.12567,1631.66667,581.66667,998.0,0.34687,0.65313,65111.33333,2291.64176,1579.66667,485.33333,1094.33333,0.28453,0.71547,64680.66667,2216.2733
48029121505,1853.33333,1065.33333,706.33333,0.57157,0.42843,70598.33333,1971.706,1841.0,1067.33333,704.33333,0.5719,0.4281,70958.33333,1944.32275,1828.66667,1081.33333,690.33333,0.5829,0.4171,71340.0,1951.87225,1854.0,1029.0,742.66667,0.55623,0.44377,71504.33333,1973.35609,1802.33333,1052.66667,719.0,0.56623,0.43377,70562.0,1891.83644,1825.33333,996.66667,775.0,0.5369,0.4631,70634.33333,1940.66444,1817.66667,1003.66667,768.0,0.55223,0.44777,71108.0,1928.90361,1833.33333,1071.0,700.66667,0.58323,0.41677,71080.0,1954.74931,1835.0,1086.66667,685.0,0.5879,0.4121,71416.66667,1938.70995,1829.0,1072.33333,699.33333,0.5769,0.4231,71598.33333,1948.15892,1771.66667,951.0,820.66667,0.51023,0.48977,71025.66667,1863.22097
48029131608,3747.5,2455.5,1245.0,0.66545,0.33455,71237.0,1929.12782,3739.0,2354.0,1346.5,0.63845,0.36155,71660.5,1932.8129,3755.0,2415.0,1285.5,0.65595,0.34405,71432.0,1938.44286,3752.5,2394.0,1306.5,0.65145,0.34855,71281.5,1942.69154,3772.5,2546.0,1154.5,0.69095,0.30905,72051.5,1949.67271,3743.5,2404.0,1296.5,0.65295,0.34705,71067.0,1923.94969,3742.5,2392.0,1308.5,0.64995,0.35005,71820.0,1936.49959,3717.0,2395.5,1305.0,0.64995,0.35005,71019.5,1918.29018,3784.0,2430.0,1270.5,0.65895,0.34105,71972.5,1949.98378,3746.0,2439.5,1261.0,0.66345,0.33655,71351.5,1935.00869,3700.5,2208.0,1492.5,0.59945,0.40055,71614.5,1909.14276
48029131503,1200.0,609.0,526.66667,0.5393,0.4607,44152.0,1871.96361,1178.33333,612.66667,523.0,0.54697,0.45303,44592.33333,1851.88321,1168.33333,625.33333,510.33333,0.55763,0.44237,44190.33333,1823.07612,1210.0,601.33333,534.33333,0.5323,0.4677,44325.0,1881.08599,1182.66667,605.33333,530.33333,0.53397,0.46603,44357.33333,1844.95412,1203.33333,620.66667,515.0,0.54563,0.45437,44860.33333,1886.86045,1177.66667,583.66667,552.0,0.52063,0.47937,44562.0,1845.32767,1171.66667,606.66667,529.0,0.54063,0.45937,44254.0,1826.39949,1169.33333,632.0,503.66667,0.55597,0.44403,43858.66667,1826.09259,1179.33333,576.33333,559.33333,0.51197,0.48803,44596.0,1863.02899,1135.66667,555.0,580.66667,0.4923,0.5077,44409.66667,1781.52457
48029121111,1817.5,826.0,922.25,0.483,0.517,78905.5,2051.47697,1781.75,814.0,934.25,0.474,0.526,78979.5,2008.26976,1809.0,789.25,959.0,0.4625,0.5375,79238.0,2028.97322,1797.0,828.5,919.75,0.49075,0.50925,78961.5,2017.31177,1794.25,819.0,929.25,0.47575,0.52425,79342.25,2015.76625,1817.0,775.75,972.5,0.45525,0.54475,79160.0,2043.48277,1786.75,777.25,971.0,0.45475,0.54525,78994.5,2018.26848,1807.0,834.5,913.75,0.48625,0.51375,78983.5,2030.1375,1823.5,832.0,916.25,0.48625,0.51375,78879.75,2059.49462,1830.25,783.75,964.5,0.45675,0.54325,79159.75,2071.7263,1748.25,714.5,1033.75,0.41575,0.58425,79147.25,1964.8169
48029181818,1986.66667,1292.66667,619.66667,0.65113,0.34887,104921.0,2059.88446,1973.66667,1206.33333,706.0,0.6058,0.3942,105456.66667,2041.12774,1930.33333,1224.66667,687.66667,0.61913,0.38087,104904.66667,1996.04869,1987.66667,1258.0,654.33333,0.63213,0.36787,104544.33333,2069.97893,1958.33333,1196.0,716.33333,0.60313,0.39687,105197.66667,2041.18257,1983.66667,1245.0,667.33333,0.61847,0.38153,105674.66667,2062.67752,1977.0,1258.33333,654.0,0.6358,0.3642,105783.0,2053.33248,1948.66667,1262.66667,649.66667,0.64247,0.35753,105061.66667,2029.4421,1957.33333,1245.33333,667.0,0.63147,0.36853,104992.33333,2027.64184,1981.33333,1250.0,662.33333,0.6258,0.3742,104937.66667,2043.23486,1912.33333,1155.0,757.33333,0.57913,0.42087,105000.0,1978.88703
48029181100,1443.0,642.5,723.5,0.4892,0.5108,75942.5,1553.14804,1400.25,681.5,684.5,0.49795,0.50205,75622.75,1497.48554,1432.5,686.0,680.0,0.51195,0.48805,76288.25,1535.31286,1405.75,684.5,681.5,0.5132,0.4868,75995.5,1498.78564,1422.75,690.75,675.25,0.52095,0.47905,75529.25,1524.54753,1399.0,673.25,692.75,0.50445,0.49555,75540.0,1499.12803,1405.0,707.25,658.75,0.52395,0.47605,76209.75,1512.33176,1430.75,686.0,680.0,0.5292,0.4708,76124.25,1535.01705,1411.5,681.75,684.25,0.5172,0.4828,76038.25,1518.07809,1428.0,681.75,684.25,0.50195,0.49805,75770.0,1532.00873,1366.0,601.5,764.5,0.4547,0.5453,75804.5,1458.84268
48029152100,1701.25,438.0,1199.25,0.23873,0.76127,71968.5,67.75074,1685.75,447.25,1190.0,0.24223,0.75778,71494.25,67.38471,1674.5,424.0,1213.25,0.22748,0.77252,71884.25,67.02714,1680.75,408.75,1228.5,0.22648,0.77352,71367.75,67.13347,1697.75,453.25,1184.0,0.25023,0.74978,71665.0,67.42218,1693.0,382.5,1254.75,0.20872,0.79128,71700.0,67.92231,1707.5,428.25,1209.0,0.23222,0.76778,71651.0,68.34581,1669.5,455.5,1181.75,0.25372,0.74627,71972.25,66.90766,1663.75,433.75,1203.5,0.23948,0.76052,71537.75,66.57069,1687.25,437.0,1200.25,0.23773,0.76228,71578.5,67.62886,1637.25,338.5,1298.75,0.18148,0.81852,71560.75,65.36828
48029160901,977.66667,105.66667,820.0,0.13273,0.86727,38529.0,1362.52258,993.66667,86.66667,839.0,0.1254,0.8746,39219.66667,1393.64385,973.66667,87.0,838.66667,0.1154,0.8846,39159.66667,1371.58797,971.33333,96.0,829.66667,0.12107,0.87893,38924.0,1333.57427,990.0,91.33333,834.33333,0.12073,0.87927,39152.66667,1400.79514,975.66667,114.66667,811.0,0.15007,0.84993,38608.0,1382.12633,1006.33333,126.33333,799.33333,0.15673,0.84327,38400.66667,1397.14174,976.0,72.66667,853.0,0.1114,0.8886,38761.33333,1396.4634,978.0,102.33333,823.33333,0.13273,0.86727,39350.0,1396.97638,994.0,107.0,818.66667,0.12273,0.87727,39455.66667,1412.52934,925.66667,44.33333,881.33333,0.0714,0.9286,39057.0,1271.79272
48029131000,1434.0,820.25,574.25,0.61087,0.38912,44366.5,1229.54035,1433.5,758.75,635.75,0.56862,0.43138,44492.25,1218.79537,1433.0,821.25,573.25,0.61212,0.38788,43714.5,1225.08282,1436.5,803.5,591.0,0.59562,0.40438,44667.0,1255.61415,1457.75,765.5,629.0,0.58163,0.41838,44207.75,1268.18603,1454.5,762.25,632.25,0.60062,0.39938,44634.25,1275.09082,1456.5,794.5,600.0,0.59963,0.40038,44390.0,1275.98055,1454.25,789.5,605.0,0.59963,0.40038,44040.75,1267.1961,1457.0,793.5,601.0,0.59312,0.40688,44197.25,1281.57539,1437.25,771.5,623.0,0.57112,0.42887,44225.75,1241.88525,1394.5,710.75,683.75,0.53862,0.46138,44382.75,1184.00396
48029131100,934.0,401.66667,501.0,0.45203,0.54797,39057.66667,2070.95193,954.66667,379.33333,523.33333,0.4267,0.5733,40028.66667,2134.43801,975.66667,368.33333,534.33333,0.4117,0.5883,39574.66667,2173.65244,948.0,397.33333,505.33333,0.44237,0.55763,38906.66667,2110.55566,949.0,376.0,526.66667,0.4227,0.5773,39281.0,2130.53538,953.66667,408.0,494.66667,0.45903,0.54097,39861.0,2132.41595,953.66667,412.33333,490.33333,0.4627,0.5373,39419.66667,2128.47342,956.66667,422.66667,480.0,0.47103,0.52897,39886.0,2128.79487,967.33333,390.0,512.66667,0.43537,0.56463,39624.0,2175.26609,977.33333,413.0,489.66667,0.46437,0.53563,39875.66667,2172.73992,902.66667,347.33333,555.33333,0.3887,0.6113,39408.0,2023.67889
48029121906,3577.5,2264.5,1246.0,0.6321,0.3679,46227.0,1100.995,3541.5,2225.0,1285.5,0.6131,0.3869,46010.0,1090.30402,3551.0,2210.0,1300.5,0.6171,0.3829,46420.5,1093.8564,3539.5,2395.0,1115.5,0.6641,0.3359,45916.5,1089.67567,3575.0,2283.0,1227.5,0.6291,0.3709,45477.0,1099.91711,3584.0,2354.5,1156.0,0.6491,0.3509,46471.0,1103.22638,3541.5,2339.0,1171.5,0.6436,0.3564,45593.0,1089.40944,3552.5,2242.0,1268.5,0.6211,0.3789,46357.5,1093.17503,3564.5,2239.0,1271.5,0.6206,0.3794,46109.0,1097.83972,3552.5,2251.5,1259.0,0.6241,0.3759,46380.5,1094.34486,3510.5,2084.5,1426.0,0.5771,0.4229,45973.5,1080.25493
48029181824,1256.66667,456.33333,730.66667,0.3554,0.6446,68218.0,2070.01103,1216.33333,488.66667,698.33333,0.38007,0.61993,68197.33333,1960.84386,1241.66667,465.0,722.0,0.35673,0.64327,68260.66667,2039.96381,1235.33333,506.33333,680.66667,0.3964,0.6036,67998.66667,2003.30849,1262.66667,441.33333,745.66667,0.34373,0.65627,68129.66667,2034.26309,1259.33333,464.66667,722.33333,0.3654,0.6346,67870.0,2030.39258,1228.0,453.0,734.0,0.3484,0.6516,68516.33333,2015.05059,1244.33333,431.33333,755.66667,0.33607,0.66393,67468.33333,2009.10119,1216.66667,463.33333,723.66667,0.36307,0.63693,68142.0,1979.40181,1222.66667,440.33333,746.66667,0.33973,0.66027,67563.66667,2017.87527,1187.0,400.0,787.0,0.3074,0.6926,68049.66667,1919.18545
48029161303,2344.0,235.0,2044.0,0.1129,0.8871,48352.5,4471.56494,2346.5,271.0,2008.0,0.1244,0.8756,48331.0,4493.0624,2317.5,354.0,1925.0,0.1509,0.8491,47783.5,4434.87302,2324.5,363.0,1916.0,0.1624,0.8376,49037.0,4447.63518,2300.5,338.5,1940.5,0.1439,0.8561,47826.5,4401.35748,2370.0,265.0,2014.0,0.1219,0.8781,47713.5,4527.90297,2291.0,363.0,1916.0,0.1694,0.8306,47860.5,4384.75008,2332.0,254.0,2025.0,0.1264,0.8736,48067.5,4443.43742,2334.5,235.0,2044.0,0.1069,0.8931,48662.5,4454.57379,2342.0,301.5,1977.5,0.1519,0.8481,48120.5,4485.29672,2279.0,181.0,2098.0,0.0869,0.9131,48375.5,4363.91369
48029181001,1615.0,472.5,1076.5,0.2917,0.7083,57637.5,1271.86672,1605.5,504.0,1045.0,0.3062,0.6938,57189.0,1264.42668,1603.5,516.0,1033.0,0.3222,0.6778,58160.5,1262.6582,1561.5,476.0,1073.0,0.2907,0.7093,58759.5,1230.09617,1625.0,511.5,1037.5,0.3117,0.6883,57621.5,1279.74628,1641.5,494.0,1055.0,0.3077,0.6923,57262.5,1292.9774,1619.0,494.0,1055.0,0.3112,0.6888,57291.5,1275.06202,1581.5,483.5,1065.5,0.2992,0.7008,58027.0,1245.61718,1602.5,516.0,1033.0,0.3167,0.6833,57481.5,1261.99654,1575.0,473.5,1075.5,0.2897,0.7103,58178.5,1240.8454,1549.0,408.0,1141.0,0.2492,0.7508,57896.0,1220.25706
48029181711,3130.66667,1504.0,1603.0,0.48813,0.51187,91335.33333,2612.90814,3137.66667,1438.66667,1668.33333,0.46647,0.53353,90968.33333,2618.24867,3149.33333,1554.0,1553.0,0.50013,0.49987,91866.0,2630.759,3178.33333,1466.0,1641.0,0.47347,0.52653,91628.66667,2651.87552,3130.0,1460.33333,1646.66667,0.47247,0.52753,92063.33333,2614.36861,3135.66667,1463.66667,1643.33333,0.47813,0.52187,91400.33333,2619.2453,3138.66667,1564.66667,1542.33333,0.50647,0.49353,91706.66667,2619.93937,3186.0,1503.33333,1603.66667,0.48313,0.51687,90994.0,2661.8264,3138.33333,1457.0,1650.0,0.4698,0.5302,91669.0,2622.53668,3160.66667,1459.33333,1647.66667,0.47147,0.52853,90978.66667,2642.3435,3107.0,1325.33333,1781.66667,0.42947,0.57053,91336.33333,2593.65779
